Unique number,"Возраст, полных лет",Гражданство,Стаж вождения,Пол,КБМ,Город,Марка,Модель,Тип ТС ,Год выпуска,Расположение руля,Объём двигателя,Цвет,Период страхования,Страховая премия,Льготы,Дата проишествия,Регион ДТП,Сумма убытка
2c49124aa7f17cbb63e7609c93f96453,46,Казахстан,24,М,6,Актобе,323,Mazda,Легковые автомобили,01/07/1990,Слева,1598,красный,01.06.2013-30.11.2013,4350,,,,
2c7330d1cfec04d7f225b5236621031e,59,Казахстан,40,М,8,Актобе,626,Mazda,Легковые автомобили,01/12/1999,Слева,2000,темно-синий,20.06.2013-26.12.2013,3985,,,,
2d01c3ffa05f0c79d8928f334e7ef3c9,41,Казахстан,20,М,9,Петропавловск,.,Mazda,Легковые автомобили,01/12/1997,Слева,2954,золотистый металлик,29.06.2013-08.07.2013,145,,,,
2dde5ba700782094e923ade5192d75dc,57,Казахстан,24,М,9,Павлодар,626,Mazda,Легковые автомобили,01/01/1992,Слева,1800,красный,29.06.2013-28.06.2014,8627,,,,
2e95eb56323447a9a3537ff22c3ddd58,35,Казахстан,11,М,7,Петропавловск,GE,Mazda,Легковые автомобили,01/12/1996,Слева,1840,синий,01.06.2013-20.06.2013,331,,,,
2ea4b7c239a1c1573b59c083bf866b6e,33,Казахстан,14,М,5,Алматы,626,Mazda,Легковые автомобили,01/12/1991,Слева,1998,серый,26.06.2013-29.04.2014,6385,,,,
2f616ef09f4d878c2b9c95091d6a2161,66,Казахстан,8,Ж,5,Петропавловск,626,Mazda,Легковые автомобили,01/12/1994,Слева,1840,красный,05.06.2013-04.12.2013,4765,,,,
2f9e242b12039af4b321fa9d97f37e18,40,Казахстан,19,М,9,Алматы,Bongo,Mazda,Легковые автомобили,01/12/1995,Справа,2490,серебристый металлик архивный,24.05.2013-06.04.2014,13649,,,,
306b41d53b5bf5c0219dc21f04280f8a,55,Казахстан,11,М,9,Нур-Султан,626,Mazda,Легковые автомобили,01/12/1987,Слева,1987,серый металлик,18.06.2013-17.06.2014,5589,,,,
30c9ac3c18874ab8b724749eac850135,38,Казахстан,18,М,4,Алматы,626,Mazda,Легковые автомобили,01/01/1989,Слева,2200,белый,19.06.2013-18.06.2014,21262,,,,
31c4c5eb7be1040809cd4b5c37f2a913,46,Казахстан,21,М,7,Петропавловск,626,Mazda,Легковые автомобили,01/01/1990,Слева,2000,зелёный металлик,15.06.2013-14.12.2013,4034,,,,
32110b91b09a5ffe14542a5de9666c87,54,Казахстан,17,М,9,Кокшетау,2,Mazda,Легковые автомобили,01/12/2003,Слева,1388,черный,12.06.2013-11.12.2013,3503,,,,
332f009878b8cb75d8023061ea07d671,32,Казахстан,12,М,8,Караганда,626,Mazda,Легковые автомобили,01/12/1995,Слева,1840,темно-синий,21.06.2013-20.12.2013,5796,,,,
3342fd26d26d2c1f63ee02c9982c1f2f,58,Казахстан,12,Ж,7,Павлодар,323,Mazda,Легковые автомобили,01/01/1997,Слева,1800,золотистый металлик,18.06.2013-17.06.2014,9860,,,,
35721e4d18b7ec4c1463485aa407ef68,37,Казахстан,13,М,5,Кокжиде,626,Mazda,Легковые автомобили,01/12/1990,Слева,1998,темно-серый металлик архивный,24.05.2013-31.12.2013,5894,,,,
36993b597dfc8d59015d6b31b5196d04,34,Казахстан,13,М,4,Петропавловск,626,Mazda,Легковые автомобили,01/12/1990,Слева,1800,красный,04.06.2013-03.06.2014,10056,,,,
36993b597dfc8d59015d6b31b5196d04,34,Казахстан,13,М,4,Петропавловск,626,Mazda,Легковые автомобили,01/12/1990,Слева,1800,красный,20.06.2013-19.06.2014,9554,,,,
37a56e17b4c13d08415229f49ba2d085,49,Казахстан,19,М,6,Кокшетау,Premacy,Mazda,Легковые автомобили,01/12/2002,Слева,2000,белый,15.06.2013-14.12.2013,4286,,,,
38ab5f90c16165dedf3c8188abe99ba8,33,Казахстан,12,М,7,Актобе,Xedos,Mazda,Легковые автомобили,01/12/1994,Слева,1995,бордовый,25.05.2013-24.05.2014,10718,,,,
38d1edf79acd5d783692e6ed173827d8,47,Казахстан,14,М,5,Нур-Султан,626,Mazda,Легковые автомобили,01/01/1999,Слева,1991,фиолетовый,13.06.2013-12.12.2013,7506,,,,
39f72706e02c4c54d46cda70aa2947ce,32,Казахстан,12,Ж,8,Петропавловск,323 F,Mazda,Легковые автомобили,01/12/2002,Слева,1598,черный,10.06.2013-09.06.2014,9051,,,,
3c922075297e3a6ad96a07a52494e696,35,Казахстан,7,Ж,4,Алматы,.,Mazda,Легковые автомобили,01/12/1998,Слева,1320,серебристый металлик архивный,15.06.2013-14.06.2014,22325,,,,
3d3000e346257df53a80e618fe5d1d99,33,Казахстан,11,М,9,Семей,626,Mazda,Легковые автомобили,01/12/1992,Слева,1991,серебристый металлик архивный,02.07.2013-01.07.2014,11856,,,,
3ea8c14744b1a357f03ef7184bcd9840,52,Казахстан,15,Ж,8,Алматы,Tribute,Mazda,Легковые автомобили,01/01/2001,Слева,3000,синий металлик,29.05.2013-28.05.2014,16786,,,,
3ea8c14744b1a357f03ef7184bcd9840,52,Казахстан,15,Ж,8,Алматы,Tribute,Mazda,Легковые автомобили,01/01/2001,Слева,3000,синий металлик,30.05.2013-28.05.2014,17856,,,,
3efa18a60dc0c9fa7b31990cc387c00e,61,Казахстан,8,М,7,Алматы,626,Mazda,Легковые автомобили,01/12/1991,Слева,1998,красный,07.06.2013-06.12.2013,11109,,,,
3f9368acdb2240746defc720a2c1e108,55,Казахстан,37,М,8,Актобе,.,Mazda,Легковые автомобили,01/01/2003,Слева,2300,черный,09.07.2013-08.07.2014,7656,,,,
3ff8fd16bd21840a37a6346e323498f7,45,Казахстан,24,М,8,Нур-Султан,323,Mazda,Легковые автомобили,01/01/1990,Слева,1598,серый металлик,09.06.2013-08.06.2014,16635,,,,
4153af052066e321997d3d77e03ccf9a,58,Казахстан,15,Ж,9,Алматы,323,Mazda,Легковые автомобили,01/12/1995,Слева,1489,серо-золотистый,23.05.2013-22.05.2014,16786,,,,
415f02b3f42f0722f6064a3ce76d7e7f,63,Казахстан,19,М,9,Семей,626,Mazda,Легковые автомобили,01/12/1990,Слева,2000,белый,12.06.2013-11.06.2014,10374,Инвалид ,,,
428fbdfd4729f9f687f08a0303b5834d,53,Казахстан,19,М,8,Алматы,626,Mazda,Легковые автомобили,01/12/2001,Слева,1991,серебристый металлик архивный,06.06.2013-05.06.2014,20143,,,,
44fe9b69ccc626855483b1129576c23d,62,Казахстан,11,М,8,Кокшетау,(j)Ep,Mazda,Легковые автомобили,01/12/1996,Слева,1489,серый,25.06.2013-24.06.2014,7486,,,,
45624de0a3c1e70f25696d86deb37c62,51,Казахстан,11,М,7,"Есиль,Есиль",.,Mazda,Легковые автомобили,01/12/1986,Слева,1598,светло-зелёный,25.05.2013-24.05.2014,6388,,,,
45ccaefc6d13998160d6207db3c34268,54,Казахстан,36,М,7,Актобе,626,Mazda,Легковые автомобили,01/01/1990,Слева,1998,белый,23.06.2013-22.06.2014,8166,,,,
45e8634f22249b29c57daab7d474f89b,63,Казахстан,16,М,8,Алматы,626,Mazda,Легковые автомобили,01/12/1994,Слева,1994,сине-зелёный металлик,02.07.2013-01.07.2014,16786,,,,
4612ec528c0ef02d345dbd1e18ff73be,32,Казахстан,11,М,6,Алматы,323,Mazda,Легковые автомобили,01/12/1992,Слева,1598,красный,13.06.2013-19.02.2014,13907,,,,
4675255c807831860bbf03a65dd44c0c,39,Казахстан,15,М,8,Алматы,Mpv,Mazda,Легковые автомобили,01/12/1996,Слева,2490,темно-синий металлик,24.06.2013-23.06.2014,16786,,,,
46ce23f25915847a8ca3c1991f0eacaa,51,Казахстан,11,М,8,"Атбасар,Атбасар",626,Mazda,Легковые автомобили,01/12/1992,Слева,2000,вишневый металлик,16.06.2013-15.06.2014,5988,,,,
47760fb19e9325e0b9a4769c440ba380,42,Казахстан,14,М,7,Баканас,626,Mazda,Легковые автомобили,01/12/1993,Слева,1991,вишневый металлик,06.06.2013-05.06.2014,8614,,,,
4b0d323e232c5d2440fe8a9b72ae3345,59,Казахстан,88,М,7,Караганда,626,Mazda,Легковые автомобили,01/12/1995,Слева,1991,темно-зеленый,04.06.2013-03.06.2014,8408,,,,
4bb34e8c20aaa81a7486083441b9c876,44,Казахстан,20,М,9,Костанай,626,Mazda,Легковые автомобили,01/12/1999,Слева,1991,золотистый металлик,26.06.2013-25.06.2014,15408,,,,
4c65baf9f80b5230fc99a713cabecf53,67,Казахстан,19,М,7,"Атбасар,Атбасар",626,Mazda,Легковые автомобили,01/12/1992,Слева,1998,серый,06.06.2013-05.06.2014,6388,Инвалид ,,,
4c8974e28dad4bf3a6b99741d616bd22,40,Казахстан,22,М,8,Костанай,GE,Mazda,Легковые автомобили,01/12/1995,Слева,1991,зеленый металлик,14.06.2013-13.12.2013,7023,,,,
4c8edc577a49421851b9b00ba7391dbc,74,Казахстан,56,М,8,Караганда,5,Mazda,Легковые автомобили,01/01/2006,Слева,2261,серебристый,26.06.2013-25.06.2014,3941,Инвалид ,,,
4e7182e66fe5c43881faf94cf8f84601,56,Казахстан,11,М,6,Костанай,GE,Mazda,Легковые автомобили,01/01/1996,Слева,1900,зелёный,27.05.2013-26.05.2014,12533,,,,
4ea4125c39b32ceb66d26ea388d5cfda,50,Казахстан,20,М,9,Петропавловск,Mpv,Mazda,Легковые автомобили,01/01/1999,Справа,2500,белый,22.06.2013-21.06.2014,7542,,,,
50356ba3d7d7ee13cd07c234311a15e5,72,Казахстан,39,М,9,Караганда,CX-7,Mazda,Легковые автомобили,01/12/2008,Слева,2300,серебристый,15.06.2013-14.06.2014,7166,,,,
503d9445513e88a7b23e1dd284d4d988,42,Казахстан,17,М,2,Шемонаиха,626,Mazda,Легковые автомобили,01/12/1992,Слева,2000,зелёный,23.06.2013-22.12.2013,8322,,,,
507560c041af578fce3f2994a62c8b8d,28,Казахстан,7,Ж,4,Алматы,626,Mazda,Легковые автомобили,01/12/1992,Слева,1991,серый металлик,23.05.2013-22.05.2014,23388,,,,
5089f2a536754caa2e582b7f0f16478d,68,Казахстан,39,М,7,Актобе,626,Mazda,Легковые автомобили,01/01/1996,Слева,1781,красный,08.06.2013-07.06.2014,8166,Инвалид ,,,
50f71510a252053cb7a175915c934802,59,Казахстан,19,М,8,Алматы,Tribute,Mazda,Легковые автомобили,01/01/2001,Слева,3000,золотистый металлик,27.06.2013-26.06.2014,22325,,,,
51c3779c4bd8f1de9802b3be39f2fb82,73,Казахстан,9,М,9,Алматы,Tribute,Mazda,Легковые автомобили,01/12/2004,Слева,2994,серый металлик,08.06.2013-07.06.2014,7833,Инвалид ,,,
5200d5a3e18cdc78373eeb5d71d3c624,60,Казахстан,30,М,8,Актобе,626,Mazda,Легковые автомобили,01/12/1993,Слева,1840,зелёный металлик,14.06.2013-25.01.2014,6636,,,,
525f933109f6992c7ae847d0cf1df391,41,Казахстан,18,М,8,Красный Яр,Mx-3,Mazda,Легковые автомобили,01/12/1993,Слева,1500,красный,29.05.2013-28.05.2014,7486,,,,
52e99eb2e4f72c740408b8d98352870c,38,Казахстан,12,М,8,Алматы,323,Mazda,Легковые автомобили,01/12/1991,Слева,1598,серый,02.07.2013-01.07.2014,16786,,,,
53295ee700314aab7ab88e11f974afc9,45,Казахстан,20,М,8,Алматы,CX-7,Mazda,Легковые автомобили,01/12/2007,Слева,2261,черный,14.06.2013-13.06.2014,15260,,,,
547745a0fc1504e620e2c1722b31621f,37,Казахстан,6,Ж,4,Есиль,626,Mazda,Легковые автомобили,01/12/1991,Слева,2000,красный,02.07.2013-01.07.2014,7965,,,,
55211f73efab31962e232678030f21ed,36,Казахстан,20,М,8,Кокшетау,323,Mazda,Легковые автомобили,01/01/1997,Слева,1500,синий,16.06.2013-15.06.2014,7486,,,,
56f3c427c6cc5031364d6b0668f7ec9f,28,Казахстан,9,М,3,"Атбасар,Атбасар",.,Mazda,Легковые автомобили,01/12/1993,Слева,1324,красный,20.06.2013-19.12.2013,4203,,,,
58a33eb00c285a1539b752bf9a7c7a6c,57,Казахстан,19,М,4,"Речное,Речное",626,Mazda,Легковые автомобили,01/12/1993,Слева,1800,зелёный,13.06.2013-12.12.2013,3803,,,,
59034a419935ba1a34d6848ec1f0c32a,36,Казахстан,18,М,9,Алматы,Mpv,Mazda,Легковые автомобили,01/12/1995,Слева,2490,зеленый металлик,26.06.2013-25.06.2014,16786,,,,
5b284d4a739e28864c1d744cee3927b8,37,Казахстан,19,М,6,Гульдала,626,Mazda,Легковые автомобили,01/12/1988,Слева,1984,серебристый металлик архивный,29.06.2013-28.06.2014,9152,,,,
5e158de9ef76b3e4b78719eb1ee7aae5,29,Казахстан,11,М,5,Кокшетау,323,Mazda,Легковые автомобили,01/12/1995,Слева,1489,зелёный,07.06.2013-06.12.2013,4729,,,,
5e24bbd99785ea687f7134010a6ed917,65,Казахстан,19,М,5,Кокшетау,626,Mazda,Легковые автомобили,01/01/1995,Слева,1998,синий,05.06.2013-04.12.2013,8576,Инвалид ,,,
5f7abf40918a3e9d9973a4ea9e66d6e1,44,Казахстан,10,Ж,8,Актобе,323,Mazda,Легковые автомобили,01/01/1997,Слева,1489,белый,09.06.2013-08.06.2014,7656,,,,
613d507f8e99330dabea8303ad6673f9,68,Казахстан,21,М,9,Алматы,323,Mazda,Легковые автомобили,01/12/1994,Слева,1598,серый металлик,15.06.2013-14.06.2014,15667,Инвалид ,,,
635bea56200d78a6714bb128b465a89a,41,Казахстан,19,М,8,Нур-Султан,Premacy,Mazda,Легковые автомобили,01/12/2002,Слева,1840,синий,22.06.2013-21.06.2014,13308,,,,
65528612ff3bf837f32145e879f3fdd6,46,Казахстан,8,М,8,"Есиль,Есиль",Premacy,Mazda,Легковые автомобили,01/12/1999,Слева,1840,серебристый металлик архивный,22.05.2013-21.05.2014,5988,,,,
658f9433fdebba2fda1829a27cd6add3,30,Казахстан,9,М,5,Караганда,626,Mazda,Легковые автомобили,01/12/1993,Слева,1991,зелёный,14.06.2013-13.06.2014,9932,,,,
67d610c84c9c5fe890e63b570e8b3c67,40,Казахстан,13,Ж,5,Кокшетау,323,Mazda,Легковые автомобили,01/12/2000,Слева,1498,серый,26.06.2013-25.06.2014,8983,,,,
68f187534319ae8dcf8fe08419897e85,35,Казахстан,10,Ж,9,Нур-Султан,323 F,Mazda,Легковые автомобили,01/12/1997,Слева,1500,серебристый,28.06.2013-27.06.2014,11644,,,,
68f91147e7a9f7ccb757dcd829773392,47,Казахстан,18,М,8,Нур-Султан,.,Mazda,Легковые автомобили,01/12/2008,Слева,3700,серебристый,28.05.2013-27.05.2014,12854,,,,
6917fe10f3b8b4f78e2646e12c05edeb,44,Казахстан,19,М,7,Нур-Султан,Mpv,Mazda,Легковые автомобили,01/12/2002,Слева,3000,синий металлик,05.06.2013-04.06.2014,14139,,,,
69ccd7214c8195bf54e67814ad40e7a6,35,Казахстан,12,М,7,Петропавловск,626,Mazda,Легковые автомобили,01/12/1995,Слева,1800,вишневый металлик,30.05.2013-29.11.2013,4056,,,,
69f8b90955a3d55d07e988cd565555f8,30,Казахстан,11,М,5,Павлодар,626,Mazda,Легковые автомобили,01/01/1993,Слева,1840,синий,12.06.2013-11.06.2014,11647,,,,
