pair_id,a_age,a_education,a_location,a_career_field,a_career_ambition,a_openness,a_extraversion,a_agreeableness,a_conscientiousness,a_chronotype,a_spontaneity,a_love_language,a_emotional_expressiveness,b_age,b_education,b_location,b_career_field,b_career_ambition,b_openness,b_extraversion,b_agreeableness,b_conscientiousness,b_chronotype,b_spontaneity,b_love_language,b_emotional_expressiveness,compatibility_score,compatible,relationship_longevity_months
32923,24,3,Urban,Marketing,0.5,0.46,0.37,0.38,0.47,0.83,0.33,Physical Touch,0.13,28,3,Suburban,Marketing,0.54,0.7,0.62,0.52,0.33,0.71,0.3,Physical Touch,0.31,85.4,1,100
32924,31,1,Urban,Healthcare,0.23,0.51,0.43,0.38,0.5,0.87,0.18,Receiving Gifts,0.83,47,5,Urban,Science,0.61,0.73,0.35,0.63,0.81,0.91,0.8,Words of Affirmation,0.27,58.4,0,51
32925,40,2,Urban,Engineering,0.63,0.04,0.19,0.9,0.28,0.49,0.44,Quality Time,0.33,26,2,Suburban,Education,0.31,0.66,0.6,0.66,0.54,0.66,0.1,Words of Affirmation,0.5,44.7,0,47
32926,18,2,Suburban,Tech,0.41,0.16,0.45,0.53,0.51,0.62,0.67,Words of Affirmation,0.37,46,2,Urban,Marketing,0.5,0.8,0.5,0.1,0.64,0.8,0.88,Quality Time,0.41,59.8,0,49
32927,49,3,Urban,Engineering,0.5,0.34,0.31,0.29,0.82,0.63,0.09,Receiving Gifts,0.55,23,2,Suburban,Marketing,0.41,0.83,0.54,0.2,0.21,0.58,0.15,Acts of Service,0.35,59.4,0,67
32928,43,2,Suburban,Marketing,0.79,0.57,0.77,0.36,0.68,0.58,0.34,Words of Affirmation,0.98,44,4,Suburban,Marketing,0.66,0.57,0.48,0.44,0.8,0.38,0.15,Words of Affirmation,0.61,67.1,1,67
32929,26,3,Urban,Marketing,0.5,0.25,0.36,0.41,0.49,0.62,0.27,Quality Time,0.44,53,2,Urban,Law,0.4,0.76,0.15,0.38,0.25,0.72,0.49,Quality Time,0.51,76.0,1,57
32930,33,3,Urban,Engineering,0.5,0.2,0.14,0.77,0.31,0.84,0.72,Quality Time,0.27,19,4,Urban,Entrepreneurship,0.62,0.49,0.39,0.37,0.28,0.3,0.76,Quality Time,0.82,70.9,1,64
32931,48,1,Suburban,Engineering,0.39,0.38,0.61,0.43,0.34,0.34,0.66,Quality Time,0.73,30,2,Suburban,Finance,0.36,0.61,0.22,0.7,0.2,0.82,0.7,Receiving Gifts,0.53,68.0,1,67
32932,19,4,Suburban,Science,0.72,0.3,0.53,0.39,0.03,0.76,0.58,Quality Time,0.77,19,2,Urban,Healthcare,0.47,0.78,0.71,0.63,0.34,0.34,0.51,Receiving Gifts,0.83,66.4,1,65
32933,49,2,Suburban,Finance,0.43,0.62,0.2,0.28,0.24,0.31,0.83,Acts of Service,0.3,23,3,Suburban,Entrepreneurship,0.66,0.9,0.65,0.42,0.77,0.9,0.56,Words of Affirmation,0.24,50.4,0,42
32934,27,4,Suburban,Education,0.46,0.33,0.65,0.2,0.78,0.29,0.77,Words of Affirmation,0.97,42,4,Suburban,Entrepreneurship,0.67,0.23,0.72,0.52,0.13,0.13,0.5,Receiving Gifts,0.54,68.7,1,94
32935,42,3,Urban,Marketing,0.28,0.73,0.58,0.36,0.77,0.51,0.2,Physical Touch,0.14,40,4,Suburban,Law,0.67,0.57,0.18,0.5,0.68,0.29,0.82,Acts of Service,0.22,52.6,0,42
32936,35,2,Suburban,Creative Arts,0.56,0.59,0.63,0.49,0.21,0.6,0.72,Receiving Gifts,0.54,30,5,Urban,Healthcare,0.57,0.59,0.6,0.14,0.11,0.75,0.31,Words of Affirmation,0.36,66.0,1,85
32937,51,4,Urban,Creative Arts,0.7,0.53,0.59,0.27,0.68,0.72,0.53,Acts of Service,0.37,22,2,Urban,Tech,0.27,0.58,0.44,0.58,0.34,0.32,0.75,Acts of Service,0.54,57.2,0,58
32938,46,3,Rural,Healthcare,0.51,0.28,0.75,0.48,0.73,0.25,0.21,Acts of Service,0.82,23,3,Suburban,Marketing,0.58,0.28,0.77,0.51,0.45,0.62,0.47,Words of Affirmation,0.65,66.0,1,63
32939,41,3,Urban,Engineering,0.43,0.23,0.86,0.65,0.71,0.58,0.02,Words of Affirmation,0.8,24,1,Rural,Healthcare,0.13,0.45,0.61,0.76,0.34,0.64,0.31,Quality Time,0.52,59.6,0,71
32940,20,2,Urban,Tech,0.42,0.67,0.13,0.2,0.93,0.18,0.13,Quality Time,0.8,21,3,Urban,Law,0.4,0.29,0.71,0.63,0.7,0.88,0.89,Physical Touch,0.63,53.8,0,65
32941,32,3,Suburban,Law,0.22,0.52,0.5,0.63,0.56,0.17,0.51,Quality Time,0.21,27,3,Rural,Creative Arts,0.6,0.2,0.14,0.58,0.4,0.41,0.12,Quality Time,0.77,59.3,0,47
32942,20,3,Urban,Entrepreneurship,0.37,0.42,0.12,0.2,0.73,0.37,0.23,Acts of Service,0.24,36,2,Urban,Creative Arts,0.27,0.73,0.48,0.49,0.33,0.63,0.64,Words of Affirmation,0.22,54.2,0,52
32943,48,3,Suburban,Science,0.43,0.37,0.49,0.32,0.54,0.69,0.5,Physical Touch,0.75,24,3,Urban,Healthcare,0.74,0.48,0.91,0.16,0.61,0.81,0.45,Physical Touch,0.18,69.7,1,42
32944,27,3,Urban,Tech,0.48,0.52,0.38,0.74,0.45,0.27,0.86,Receiving Gifts,0.27,20,4,Rural,Entrepreneurship,0.7,0.4,0.32,0.65,0.78,0.38,0.25,Acts of Service,0.37,72.3,1,78
32945,55,4,Urban,Engineering,0.6,0.48,0.37,0.35,0.34,0.28,0.58,Quality Time,0.45,38,1,Suburban,Creative Arts,0.54,0.63,0.33,0.69,0.58,0.45,0.52,Quality Time,0.13,78.1,1,73
32946,39,5,Suburban,Education,0.74,0.5,0.79,0.23,0.47,0.63,0.69,Acts of Service,0.18,47,2,Suburban,Marketing,0.28,0.59,0.31,0.6,0.88,0.13,0.01,Acts of Service,0.11,70.0,1,80
32947,31,3,Rural,Entrepreneurship,0.59,0.61,0.55,0.26,0.61,0.26,0.45,Receiving Gifts,0.67,33,3,Suburban,Engineering,0.65,0.49,0.25,0.07,0.37,0.65,0.56,Receiving Gifts,0.81,74.8,1,58
32948,26,4,Urban,Law,0.78,0.27,0.4,0.7,0.32,0.38,0.64,Physical Touch,0.46,22,2,Urban,Healthcare,0.79,0.96,0.3,0.51,0.42,0.67,0.6,Quality Time,0.61,75.4,1,61
32949,35,4,Urban,Tech,0.28,0.27,0.94,0.61,0.03,0.77,0.5,Physical Touch,0.48,53,2,Suburban,Tech,0.41,0.44,0.21,0.78,0.65,0.48,0.83,Quality Time,0.64,60.1,0,87
32950,25,3,Rural,Engineering,0.4,0.52,0.58,0.44,0.69,0.76,0.49,Quality Time,0.72,29,3,Urban,Finance,0.64,0.79,0.67,0.52,0.66,0.68,0.34,Receiving Gifts,0.78,65.5,1,74
32951,55,3,Suburban,Entrepreneurship,0.43,0.22,0.33,0.85,0.86,0.73,0.19,Acts of Service,0.67,26,2,Urban,Healthcare,0.48,0.5,0.57,0.35,0.21,0.3,0.83,Words of Affirmation,0.65,63.7,0,68
32952,32,1,Urban,Education,0.35,0.53,0.13,0.74,0.58,0.68,0.75,Acts of Service,0.74,20,5,Urban,Engineering,0.62,0.49,0.51,0.31,0.46,0.51,0.72,Receiving Gifts,0.63,59.2,0,83
32953,32,3,Urban,Marketing,0.57,0.24,0.16,0.43,0.11,0.63,0.63,Quality Time,0.33,26,5,Urban,Engineering,0.57,0.53,0.76,0.81,0.74,0.25,0.69,Quality Time,0.5,58.0,0,54
32954,23,2,Rural,Science,0.56,0.5,0.7,0.72,0.64,0.74,0.68,Quality Time,0.39,21,3,Urban,Marketing,0.3,0.36,0.65,0.58,0.27,0.56,0.71,Quality Time,0.96,60.5,0,48
32955,29,5,Suburban,Science,0.7,0.92,0.46,0.72,0.63,0.28,0.75,Words of Affirmation,0.3,29,3,Suburban,Marketing,0.36,0.58,0.59,0.24,0.8,0.45,0.59,Physical Touch,0.61,60.2,0,95
32956,36,3,Rural,Tech,0.61,0.58,0.55,0.52,0.41,0.56,0.21,Words of Affirmation,0.34,44,4,Urban,Tech,0.51,0.31,0.87,0.29,0.11,0.3,0.36,Acts of Service,0.68,61.5,0,53
32957,22,3,Urban,Finance,0.27,0.15,0.45,0.69,0.29,0.15,0.91,Receiving Gifts,0.43,44,2,Urban,Finance,0.49,0.46,0.78,0.92,0.52,0.62,0.4,Words of Affirmation,0.44,71.5,1,75
32958,44,5,Suburban,Creative Arts,0.37,0.55,0.47,0.59,0.38,0.49,0.73,Words of Affirmation,0.08,37,3,Urban,Engineering,0.49,0.42,0.49,0.85,0.25,0.14,0.44,Quality Time,0.46,59.2,0,69
32959,27,4,Rural,Entrepreneurship,0.69,0.73,0.55,0.39,0.27,0.16,0.2,Words of Affirmation,0.64,29,3,Rural,Law,0.43,0.37,0.64,0.36,0.3,0.21,0.34,Acts of Service,0.62,71.8,1,42
32960,31,3,Rural,Finance,0.37,0.44,0.4,0.36,0.25,0.18,0.81,Acts of Service,0.41,40,2,Urban,Engineering,0.36,0.42,0.54,0.05,0.39,0.47,0.49,Words of Affirmation,0.15,69.7,1,72
32961,51,4,Urban,Education,0.48,0.77,0.35,0.22,0.91,0.18,0.76,Acts of Service,0.66,46,1,Suburban,Education,0.0,0.81,0.35,0.09,0.82,0.67,0.48,Acts of Service,0.52,64.7,0,51
32962,32,5,Urban,Entrepreneurship,0.69,0.37,0.54,0.6,0.56,0.68,0.81,Acts of Service,0.28,38,2,Urban,Engineering,0.34,0.66,0.41,0.03,0.66,0.59,0.03,Physical Touch,0.44,47.9,0,42
32963,46,5,Suburban,Education,0.81,0.84,0.15,0.8,0.35,0.68,0.34,Physical Touch,0.29,51,2,Suburban,Creative Arts,0.6,0.86,0.24,0.76,0.45,0.84,0.22,Words of Affirmation,0.55,78.7,1,74
32964,43,2,Suburban,Healthcare,0.5,0.93,0.51,0.51,0.69,0.66,0.71,Words of Affirmation,0.77,28,4,Urban,Law,0.67,0.79,0.55,0.42,0.35,0.66,0.49,Quality Time,0.4,78.7,1,87
32965,44,3,Suburban,Entrepreneurship,0.41,0.32,0.23,0.59,0.29,0.3,0.45,Physical Touch,0.38,32,2,Rural,Education,0.35,0.86,0.67,0.58,0.38,0.93,0.72,Quality Time,0.93,56.3,0,58
32966,20,4,Urban,Tech,0.35,0.76,0.37,0.31,0.14,0.19,0.76,Quality Time,0.07,33,2,Urban,Healthcare,0.22,0.44,0.47,0.27,0.48,0.46,0.92,Physical Touch,0.83,53.2,0,102
32967,20,5,Rural,Science,0.67,0.72,0.39,0.57,0.26,0.93,0.44,Receiving Gifts,0.14,27,4,Urban,Education,0.78,0.16,0.84,0.29,0.44,0.15,0.32,Words of Affirmation,0.23,74.6,1,87
32968,52,1,Urban,Finance,0.31,0.5,0.38,0.86,0.69,0.73,0.22,Physical Touch,0.61,24,2,Suburban,Entrepreneurship,0.45,0.35,0.54,0.55,0.29,0.89,0.51,Quality Time,0.28,58.6,0,77
32969,52,4,Suburban,Science,0.83,0.23,0.41,0.57,0.78,0.36,0.79,Physical Touch,0.33,26,5,Urban,Marketing,0.66,0.21,0.42,0.19,0.13,0.12,0.8,Words of Affirmation,0.22,64.5,0,54
32970,23,3,Suburban,Tech,0.65,0.75,0.11,0.32,0.55,0.29,0.35,Acts of Service,0.3,36,3,Suburban,Science,0.29,0.89,0.25,0.51,0.24,0.65,0.14,Receiving Gifts,0.56,56.4,0,76
32971,31,4,Suburban,Marketing,0.42,0.5,0.45,0.12,0.47,0.17,0.51,Receiving Gifts,0.65,33,3,Rural,Law,0.26,0.94,0.38,0.33,0.41,0.82,0.52,Acts of Service,0.59,68.6,1,70
32972,43,4,Urban,Education,0.58,0.45,0.27,0.5,0.68,0.88,0.2,Words of Affirmation,0.7,41,2,Urban,Tech,0.46,0.82,0.74,0.21,0.87,0.05,0.49,Quality Time,0.56,60.4,0,79
32973,20,3,Suburban,Marketing,0.45,0.28,0.4,0.49,0.48,0.62,0.12,Words of Affirmation,0.88,50,3,Urban,Education,0.31,0.31,0.83,0.66,0.58,0.75,0.52,Physical Touch,0.61,51.9,0,94
32974,50,5,Urban,Marketing,0.74,0.98,0.54,0.67,0.55,0.85,0.39,Quality Time,0.09,54,4,Suburban,Law,0.44,0.26,0.52,0.58,0.88,0.14,0.69,Receiving Gifts,0.69,57.6,0,43
32975,30,3,Urban,Creative Arts,0.59,0.28,0.62,0.61,0.75,0.43,0.46,Acts of Service,0.6,27,4,Suburban,Entrepreneurship,0.54,0.79,0.45,0.91,0.81,0.63,0.86,Acts of Service,0.34,75.0,1,70
32976,46,3,Suburban,Entrepreneurship,0.62,0.36,0.73,0.39,0.65,0.97,0.57,Physical Touch,0.36,27,1,Urban,Science,0.03,0.76,0.74,0.2,0.56,0.52,0.41,Acts of Service,0.53,55.8,0,84
32977,26,4,Suburban,Engineering,0.86,0.88,0.2,0.45,0.35,0.88,0.63,Physical Touch,0.29,49,2,Urban,Engineering,0.8,0.56,0.13,0.7,0.27,0.26,0.45,Receiving Gifts,0.29,68.9,1,76
32978,49,2,Suburban,Entrepreneurship,0.46,0.18,0.55,0.19,0.9,0.29,0.56,Physical Touch,0.89,39,3,Urban,Creative Arts,0.78,0.29,0.68,0.39,0.24,0.71,0.53,Acts of Service,0.67,59.6,0,72
32979,39,4,Suburban,Healthcare,0.52,0.75,0.81,0.34,0.66,0.49,0.26,Receiving Gifts,0.86,31,2,Rural,Marketing,0.65,0.25,0.23,0.13,0.39,0.58,0.27,Physical Touch,0.36,65.4,1,71
32980,39,4,Urban,Creative Arts,0.55,0.19,0.08,0.59,0.41,0.62,0.61,Acts of Service,0.64,38,3,Urban,Finance,0.45,0.93,0.52,0.46,0.64,0.53,0.77,Quality Time,0.61,61.2,0,71
32981,51,4,Urban,Entrepreneurship,0.53,0.6,0.3,0.33,0.39,0.25,0.84,Physical Touch,0.76,50,4,Suburban,Law,0.34,0.47,0.86,0.35,0.55,0.38,0.66,Quality Time,0.47,73.8,1,74
32982,27,3,Urban,Tech,0.44,0.46,0.5,0.44,0.62,0.19,0.77,Acts of Service,0.39,51,4,Suburban,Law,0.57,0.69,0.16,0.46,0.53,0.7,0.3,Quality Time,0.35,65.7,1,65
32983,42,3,Suburban,Healthcare,0.4,0.42,0.22,0.12,0.94,0.25,0.55,Quality Time,0.46,55,3,Urban,Science,0.48,0.36,0.74,0.71,0.55,0.67,0.57,Words of Affirmation,0.67,46.1,0,38
32984,29,3,Urban,Law,0.5,0.19,0.76,0.72,0.26,0.32,0.47,Quality Time,0.35,51,1,Suburban,Creative Arts,0.0,0.17,0.6,0.37,0.61,0.16,0.45,Receiving Gifts,0.48,44.2,0,50
32985,20,2,Suburban,Tech,0.57,0.45,0.7,0.32,0.59,0.54,0.69,Acts of Service,0.75,30,3,Rural,Creative Arts,0.54,0.88,0.29,0.24,0.49,0.02,0.57,Physical Touch,0.55,71.7,1,100
32986,36,3,Suburban,Finance,0.61,0.98,0.79,0.47,0.59,0.14,0.61,Words of Affirmation,0.6,41,3,Urban,Marketing,0.62,0.8,0.6,0.88,0.35,0.54,0.46,Receiving Gifts,0.99,64.3,0,107
32987,50,2,Urban,Science,0.54,0.69,0.79,0.74,0.5,0.37,0.4,Receiving Gifts,0.85,34,3,Suburban,Law,0.36,0.54,0.75,0.31,0.18,0.5,0.53,Words of Affirmation,0.48,65.1,1,41
32988,43,2,Urban,Science,0.39,0.36,0.22,0.39,0.35,0.57,0.34,Words of Affirmation,0.69,21,4,Urban,Education,0.65,0.73,0.55,0.06,0.89,0.29,0.44,Words of Affirmation,0.72,65.9,1,49
32989,30,5,Urban,Law,0.81,0.56,0.3,0.21,0.8,0.94,0.56,Receiving Gifts,0.48,19,3,Rural,Science,0.59,0.46,0.14,0.7,0.56,0.72,0.12,Receiving Gifts,0.71,63.7,0,80
32990,24,1,Rural,Entrepreneurship,0.68,0.3,0.49,0.82,0.37,0.52,0.75,Receiving Gifts,0.48,55,4,Rural,Entrepreneurship,0.37,0.28,0.82,0.7,0.12,0.76,0.79,Quality Time,0.79,60.3,0,75
32991,51,3,Suburban,Education,0.54,0.71,0.4,0.6,0.62,0.58,0.69,Words of Affirmation,0.24,19,2,Urban,Law,0.41,0.69,0.37,0.44,0.38,0.36,0.43,Receiving Gifts,0.54,62.6,0,72
32992,39,3,Urban,Marketing,0.54,0.27,0.77,0.21,0.78,0.54,0.39,Quality Time,0.28,18,2,Rural,Entrepreneurship,0.25,0.91,0.75,0.85,0.35,0.94,0.56,Acts of Service,0.21,63.1,0,101
32993,37,3,Urban,Creative Arts,0.5,0.59,0.56,0.91,0.29,0.62,0.72,Acts of Service,0.57,34,2,Urban,Healthcare,0.63,0.5,0.49,0.4,0.55,0.16,0.3,Words of Affirmation,0.71,65.2,1,65
32994,40,5,Urban,Entrepreneurship,0.74,0.83,0.26,0.32,0.73,0.45,0.21,Acts of Service,0.64,50,3,Urban,Tech,0.33,0.31,0.68,0.41,0.03,0.51,0.92,Words of Affirmation,0.44,44.6,0,43
32995,31,3,Rural,Entrepreneurship,0.38,0.76,0.76,0.42,0.08,0.69,0.39,Words of Affirmation,0.24,45,2,Rural,Engineering,0.3,0.4,0.36,0.54,0.67,0.12,0.21,Quality Time,0.21,59.7,0,86
32996,47,3,Urban,Healthcare,0.54,0.66,0.33,0.5,0.8,0.53,0.6,Words of Affirmation,0.89,47,4,Urban,Tech,0.51,0.53,0.26,0.75,0.63,0.75,0.25,Acts of Service,0.72,71.1,1,62
32997,40,2,Urban,Science,0.19,0.38,0.55,0.22,0.24,0.54,0.41,Physical Touch,0.35,55,3,Urban,Entrepreneurship,0.51,0.58,0.08,0.51,0.54,0.26,0.8,Words of Affirmation,0.46,55.3,0,45
32998,36,5,Suburban,Finance,0.65,0.53,0.26,0.72,0.43,0.61,0.75,Receiving Gifts,0.49,24,3,Rural,Creative Arts,0.66,0.59,0.61,0.09,0.56,0.45,0.24,Quality Time,0.54,81.0,1,101
32999,53,3,Suburban,Law,0.51,0.45,0.6,0.14,0.49,0.27,0.15,Receiving Gifts,0.49,44,3,Urban,Marketing,0.53,0.47,0.43,0.57,0.57,0.73,0.59,Physical Touch,0.92,50.4,0,60
33000,23,1,Suburban,Science,0.19,0.2,0.39,0.4,0.35,0.67,0.34,Acts of Service,0.29,27,2,Suburban,Entrepreneurship,0.23,0.17,0.64,0.26,0.79,0.21,0.72,Quality Time,0.34,64.4,0,66
33001,40,3,Suburban,Tech,0.45,0.45,0.97,0.62,0.34,0.05,0.6,Acts of Service,0.75,29,3,Suburban,Law,0.25,0.47,0.52,0.47,0.14,0.85,0.58,Receiving Gifts,0.51,62.8,0,82
33002,27,4,Suburban,Finance,0.49,0.66,0.71,0.38,0.68,0.4,0.53,Words of Affirmation,0.66,35,3,Urban,Engineering,0.64,0.28,0.19,0.67,0.52,0.43,0.42,Quality Time,0.21,42.8,0,59
33003,52,3,Rural,Engineering,0.61,0.26,0.84,0.22,0.28,0.67,0.39,Words of Affirmation,0.38,33,2,Urban,Science,0.3,0.52,0.59,0.14,0.15,0.42,0.39,Words of Affirmation,0.53,81.1,1,120
33004,38,3,Urban,Engineering,0.34,0.25,0.67,0.95,0.49,0.38,0.53,Physical Touch,0.46,27,3,Urban,Marketing,0.31,0.3,0.59,0.96,0.68,0.63,0.46,Words of Affirmation,0.45,70.1,1,80
33005,49,1,Suburban,Creative Arts,0.31,0.25,0.71,0.27,0.3,0.42,0.14,Words of Affirmation,0.56,24,2,Suburban,Healthcare,0.63,0.65,0.31,0.07,0.68,0.31,0.61,Acts of Service,0.56,63.2,0,65
33006,47,5,Urban,Marketing,0.62,0.26,0.57,0.38,0.45,0.31,0.32,Words of Affirmation,0.24,24,4,Urban,Entrepreneurship,0.63,0.25,0.94,0.51,0.16,0.65,0.18,Acts of Service,0.38,74.1,1,93
33007,50,3,Urban,Entrepreneurship,0.51,0.72,0.36,0.25,0.64,0.46,0.92,Physical Touch,0.19,39,3,Rural,Healthcare,0.45,0.27,0.48,0.75,0.55,0.32,0.35,Physical Touch,0.48,73.9,1,73
33008,23,2,Suburban,Creative Arts,0.42,0.27,0.42,0.76,0.26,0.57,0.53,Physical Touch,0.75,42,2,Urban,Entrepreneurship,0.54,0.44,0.89,0.23,0.55,0.48,0.68,Physical Touch,0.7,78.3,1,76
33009,22,2,Urban,Marketing,0.22,0.56,0.28,0.63,0.64,0.78,0.16,Receiving Gifts,0.47,50,3,Urban,Education,0.7,0.16,0.5,0.58,0.56,0.34,0.63,Acts of Service,0.86,50.3,0,73
33010,32,3,Suburban,Finance,0.47,0.33,0.49,0.43,0.86,0.44,0.28,Acts of Service,0.76,37,4,Rural,Creative Arts,0.36,0.72,0.46,0.47,0.62,0.58,0.62,Receiving Gifts,0.32,54.9,0,62
33011,42,3,Suburban,Creative Arts,0.49,0.06,0.74,0.6,0.2,0.75,0.55,Receiving Gifts,0.23,21,3,Urban,Education,0.4,0.25,0.41,0.49,0.58,0.47,0.3,Quality Time,0.26,67.1,1,55
33012,30,1,Rural,Tech,0.26,0.21,0.6,0.25,0.36,0.6,0.39,Quality Time,0.96,37,2,Suburban,Entrepreneurship,0.21,0.82,0.51,0.69,0.3,0.56,0.54,Acts of Service,0.71,77.9,1,65
33013,23,1,Suburban,Science,0.4,0.38,0.41,0.81,0.72,0.42,0.06,Receiving Gifts,0.75,43,2,Urban,Science,0.21,0.41,0.46,0.34,0.25,0.44,0.52,Words of Affirmation,0.34,48.0,0,38
33014,54,3,Urban,Tech,0.46,0.23,0.52,0.35,0.81,0.54,0.43,Words of Affirmation,0.95,33,3,Urban,Education,0.32,0.5,0.47,0.45,0.25,0.11,0.79,Receiving Gifts,0.69,58.5,0,50
33015,19,4,Urban,Engineering,0.59,0.54,0.19,0.7,0.57,0.77,0.78,Quality Time,0.45,48,4,Suburban,Finance,0.51,0.11,0.85,0.49,0.51,0.2,0.58,Acts of Service,0.57,74.1,1,84
33016,34,2,Suburban,Entrepreneurship,0.25,0.28,0.29,0.49,0.18,0.04,0.43,Acts of Service,0.45,46,4,Suburban,Law,0.61,0.24,0.4,0.46,0.71,0.33,0.69,Physical Touch,0.38,63.5,0,72
33017,41,2,Urban,Tech,0.32,0.5,0.87,0.33,0.86,0.37,0.25,Physical Touch,0.47,25,3,Suburban,Tech,0.38,0.61,0.42,0.12,0.2,0.45,0.54,Acts of Service,0.49,71.3,1,95
33018,29,3,Urban,Engineering,0.66,0.48,0.24,0.65,0.48,0.46,0.2,Physical Touch,0.23,29,3,Suburban,Finance,0.44,0.52,0.36,0.17,0.52,0.26,0.52,Quality Time,0.89,54.0,0,31
33019,31,3,Urban,Science,0.47,0.35,0.64,0.43,0.36,0.16,0.62,Words of Affirmation,0.33,24,2,Suburban,Creative Arts,0.46,0.6,0.61,0.39,0.46,0.27,0.19,Quality Time,0.41,75.0,1,64
33020,24,3,Urban,Healthcare,0.71,0.73,0.63,0.85,0.77,0.42,0.07,Receiving Gifts,0.31,55,1,Urban,Finance,0.18,0.12,0.68,0.89,0.46,0.95,0.8,Quality Time,0.59,66.7,1,65
33021,43,3,Urban,Entrepreneurship,0.42,0.28,0.81,0.67,0.55,0.61,0.06,Receiving Gifts,0.14,31,3,Urban,Engineering,0.38,0.51,0.55,0.28,0.57,0.6,0.43,Quality Time,0.44,79.0,1,80
33022,49,4,Rural,Healthcare,0.64,0.19,0.44,0.82,0.51,0.63,0.74,Acts of Service,0.83,24,4,Suburban,Law,0.57,0.67,0.38,0.26,0.34,0.61,0.21,Quality Time,0.11,64.6,0,44
33023,46,3,Urban,Creative Arts,0.54,0.44,0.57,0.54,0.36,0.54,0.23,Physical Touch,0.76,22,3,Urban,Engineering,0.24,0.7,0.2,0.77,0.58,0.45,0.61,Words of Affirmation,0.58,66.8,1,120
33024,26,1,Suburban,Tech,0.56,0.79,0.09,0.27,0.64,0.18,0.37,Physical Touch,0.57,46,2,Urban,Tech,0.25,0.56,0.45,0.14,0.17,0.86,0.54,Quality Time,0.77,56.3,0,70
33025,31,1,Urban,Marketing,0.52,0.5,0.87,0.12,0.57,0.68,0.62,Words of Affirmation,0.71,32,3,Suburban,Education,0.5,0.48,0.79,0.32,0.58,0.39,0.94,Quality Time,0.58,70.6,1,74
33026,34,3,Urban,Engineering,0.47,0.21,0.49,0.31,0.65,0.68,0.48,Receiving Gifts,0.6,46,3,Urban,Marketing,0.36,0.6,0.24,0.59,0.61,0.5,0.28,Quality Time,0.39,59.6,0,80
33027,42,4,Urban,Education,0.57,0.81,0.43,0.84,0.5,0.36,0.65,Words of Affirmation,0.3,39,2,Urban,Tech,0.4,0.18,0.62,0.85,0.72,0.53,0.41,Acts of Service,0.66,61.1,0,62
33028,47,4,Urban,Engineering,0.62,0.86,0.23,0.76,0.8,0.56,0.18,Quality Time,0.7,45,2,Rural,Entrepreneurship,0.55,0.41,0.6,0.48,0.88,0.57,0.01,Quality Time,0.45,63.5,0,84
33029,46,3,Urban,Education,0.43,0.52,0.35,0.65,0.14,0.14,0.48,Receiving Gifts,0.19,53,3,Suburban,Healthcare,0.65,0.57,0.19,0.49,0.44,0.44,0.12,Physical Touch,0.31,43.2,0,30
33030,46,4,Suburban,Finance,0.38,0.43,0.88,0.47,0.14,0.41,0.8,Words of Affirmation,0.2,35,3,Urban,Engineering,0.73,0.17,0.68,0.31,0.72,0.76,0.76,Physical Touch,0.45,65.2,1,70
33031,35,2,Urban,Science,0.45,0.34,0.58,0.2,0.57,0.85,0.43,Words of Affirmation,0.16,45,3,Rural,Law,0.13,0.73,0.29,0.54,0.44,0.93,0.54,Acts of Service,0.14,61.7,0,78
33032,48,2,Urban,Healthcare,0.31,0.78,0.49,0.58,0.44,0.37,0.15,Physical Touch,0.56,42,3,Urban,Law,0.4,0.12,0.36,0.58,0.65,0.67,0.63,Quality Time,0.59,73.5,1,79
33033,36,4,Urban,Science,0.33,0.35,0.39,0.49,0.12,0.1,0.27,Receiving Gifts,0.73,37,3,Urban,Entrepreneurship,0.67,0.26,0.4,0.58,0.1,0.1,0.95,Physical Touch,0.39,64.6,0,77
33034,34,1,Urban,Finance,0.31,0.2,0.59,0.56,0.53,0.22,0.61,Quality Time,0.4,33,4,Rural,Engineering,0.97,0.03,0.17,0.56,0.12,0.61,0.93,Receiving Gifts,0.31,52.9,0,30
33035,23,2,Suburban,Education,0.49,0.36,0.44,0.56,0.73,0.73,0.8,Receiving Gifts,0.24,37,4,Urban,Education,0.59,0.78,0.68,0.85,0.13,0.08,0.4,Words of Affirmation,0.43,63.4,0,63
33036,29,5,Urban,Entrepreneurship,0.42,0.19,0.35,0.24,0.33,0.71,0.66,Physical Touch,0.23,24,4,Urban,Science,0.54,0.29,0.57,0.36,0.1,0.48,0.92,Receiving Gifts,0.72,56.9,0,95
33037,55,3,Urban,Engineering,0.28,0.51,0.42,0.6,0.74,0.27,0.64,Quality Time,0.07,25,3,Urban,Marketing,0.59,0.7,0.34,0.33,0.2,0.53,0.6,Physical Touch,0.51,51.1,0,50
33038,20,4,Urban,Creative Arts,0.4,0.26,0.73,0.59,0.65,0.73,0.76,Physical Touch,0.12,22,3,Urban,Science,0.52,0.2,0.45,0.17,0.6,0.39,0.15,Physical Touch,0.39,56.0,0,61
33039,52,3,Suburban,Healthcare,0.56,0.77,0.4,0.82,0.19,0.38,0.62,Words of Affirmation,0.68,46,5,Suburban,Finance,0.52,0.34,0.0,0.32,0.63,0.22,0.7,Physical Touch,0.29,55.9,0,61
33040,50,2,Suburban,Finance,0.52,0.8,0.45,0.44,0.42,0.9,0.7,Acts of Service,0.58,49,4,Urban,Law,0.82,0.25,0.4,0.3,0.41,0.26,0.63,Quality Time,0.7,72.5,1,78
