Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Effect: Impact to flight,Effect: Other,Location: Nearby if en route,Aircraft: Flight Number,FlightDate,Record ID,Effect: Indicated Damage,Location: Freeform en route,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Remarks,Reported: Date,Wildlife: Size,Conditions: Sky,Wildlife: Species,When: Time (HHMM),When: Time of day,Pilot warned of birds or wildlife?,Cost: Aircraft time out of service (hours),Cost: Other (inflation adj),Cost: Repair (inflation adj),Cost: Total $,Miles from airport,Feet above ground,Number of human fatalities,Number of people injured,Speed (IAS) in knots
Airplane,BALTIMORE WASH INTL,< 1000 ft,DC-9-30,2 to 10,None,,,1077,3/22/00 0:00,201913,No damage,,2,NORTHWEST AIRLINES,Maryland,Climb,None,FALSE,FALSE,A/C STRUCK A FLOCK OF SML BLACK BIRDS. INSPCTD. FLT 1077.,,,Overcast,Blackbirds,1406,Day,,,0,0,0,,600,,,180
Airplane,LEHIGH VALLEY INTL,< 1000 ft,LEARJET-35,2 to 10,None,,,,3/22/00 0:00,201106,No damage,,2,BUSINESS,Pennsylvania,Approach,None,FALSE,FALSE,ATIS WARNING. HIT 6. 1 STUCK IN LDG GEAR,,,Overcast,Gulls,1053,Day,Y,,0,0,0,,5,,,130
Airplane,LAKE IN THE HILLS,< 1000 ft,C-210 CENTUR,1,,,,,3/22/00 0:00,269258,Caused damage,,1,PRIVATELY OWNED,Illinois,Landing Roll,,FALSE,FALSE,"AFTER LANDING AND BEFORE THE A/C EXITED THE ACTIVE RWY, A DEER RAN INTO THE FRONT OF THE A/C. A/C STRUCK THE DEER DAMAGING THE PROP AND ENG COWLING.",,Large,,White-tailed deer,,Day,,,0,0,0,0,0,,,
Airplane,MYRTLE BEACH INTL,< 1000 ft,B-737,2 to 10,None,,,,3/22/00 0:00,203938,Caused damage,,2,US AIRWAYS*,South Carolina,Landing Roll,None,TRUE,FALSE,FLT 2151. PILOT REPTD BIRD STRIKE AFTER LDG. BIRDS WERE IDENTIFIED AS TURKEY VULTURES AFTER RWY CHECK.,,Large,Some Cloud,Turkey vulture,,Day,N,,0,0,0,0,0,,,
Airplane,SARASOTA-BRADENTON,< 1000 ft,ATR-42,2 to 10,None,,,,3/22/00 0:00,201758,No damage,,2,AMERICAN EAGLE AIRLINES,Florida,Take-off run,None,FALSE,FALSE,DEPTG  FLT REPTD THAT THEY HAD HIT SEVERAL BIRDS ON T/O.,3/22/00 0:00,Large,No Cloud,Osprey,1520,Day,,,0,0,0,0,0,,,
Airplane,DES MOINES INTL,> 1000 ft,SAAB-340,1,None,,,,3/22/00 0:00,201686,No damage,,2,MESABA AIRLINES,Iowa,Approach,None,FALSE,FALSE,NOTAM FOR MIGRATORY WATERFOWL.,3/22/00 0:00,Medium,Overcast,Unknown bird - medium,,Night,Y,,0,0,0,,"2,000",,,180
,LONG ISLAND MAC ARTHUR,Unknown,UNKNOWN,1,,,,,3/22/00 0:00,202109,No damage,,,UNKNOWN,New York,,,TRUE,FALSE,"CARCASS FOUND AT 1915, DAY.",3/22/00 0:00,,,Gulls,,,,,0,0,0,0,,,,
Airplane,GEORGE BUSH INTERCONTINENTAL,> 1000 ft,B-727,1,None,,,,3/22/00 0:00,204621,No damage,20 M E IAH,3,AMERICAN AIRLINES,Texas,Descent,None,FALSE,FALSE,,3/23/00 0:00,Medium,Some Cloud,Unknown bird - medium,,Night,N,,0,0,0,20,"7,000",,,230
Airplane,LAMBERT-ST LOUIS INTL,> 1000 ft,MD-83,1,None,,,,3/22/00 0:00,203792,Caused damage,,2,TRANS WORLD AIRLINES,Missouri,Approach,None,FALSE,FALSE,"FLT 529. WE HAD JUST EXTENDED THE GEAR THEN HEARD & FELT A LOUD THUD ON NOSE.  A/C SHOOK MOMENTARILY & I KNEW THERE WAS PROBABLY DMG TO RADOME AREA. WE SAW NO BIRDS, BUT ATIS WARNED OF THEM. STRESS DMG TO RADOME. SHATTERED.",3/27/00 0:00,Medium,No Cloud,Unknown bird - medium,1925,Dusk,,,0,0,0,,"1,500",,,150
Airplane,LOUISVILLE INTL ARPT,> 1000 ft,B-757-200,1,None,,,,3/23/00 0:00,200697,No damage,,2,UPS AIRLINES,Kentucky,Descent,None,FALSE,FALSE,,,Medium,No Cloud,Unknown bird - medium,,Night,,,0,0,0,,"8,500",,,250
Airplane,UNKNOWN,> 1000 ft,BE-1900,1,,,IA,,3/23/00 0:00,203853,No damage,"MT PLEASANT, IA",2,GREAT LAKES AIRLINES,Iowa,En Route,,FALSE,FALSE,,,Small,,Unknown bird - small,,Night,,,0,0,0,,"6,000",,,230
Airplane,UNKNOWN,> 1000 ft,B-727,1,None,,KY,,3/23/00 0:00,202992,No damage,CVG-LEX,3,DELTA AIR LINES,Kentucky,En Route,None,FALSE,FALSE,,,Small,No Cloud,Unknown bird - small,1970,Night,,,0,0,0,,"7,000",,,240
Airplane,AIRBORNE AIRPARK,Unknown,DC-9-40,1,,,,,3/23/00 0:00,201677,No damage,,2,ABX AIR,Ohio,Approach,,FALSE,FALSE,BIRDSTRIKE ON FINAL ON UPPPER LT RADOME AREA. INSPCTD.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,AUSTIN-BERGSTROM INTL,< 1000 ft,B-727,1,,,,789,3/23/00 0:00,201098,No damage,,3,DELTA AIR LINES,Texas,Landing Roll,,FALSE,FALSE,FLT 789 DFW-AUS REPTD A BIRD STRIKE ON LDG. NO DMG REPTD.,,Medium,,Unknown bird - medium,1644,,,,0,0,0,0,0,,,
Airplane,AUSTIN-BERGSTROM INTL,< 1000 ft,B-737,1,,,,213,3/23/00 0:00,200238,No damage,,2,AMERICA WEST AIRLINES,Texas,Landing Roll,,FALSE,FALSE,FLT 213. NO DMG REPTD.,,Medium,,Unknown bird - medium,2005,Night,,,0,0,0,0,0,,,
Airplane,THEODORE FRANCIS GREEN STATE,< 1000 ft,B-737-400,1,None,,,,3/23/00 0:00,202315,No damage,,2,US AIRWAYS*,Rhode Island,Approach,None,FALSE,FALSE,,,,No Cloud,Gulls,2105,Night,N,,0,0,0,,500,,,
,DENVER INTL AIRPORT,Unknown,UNKNOWN,1,,,,,3/23/00 0:00,201497,No damage,,,UNKNOWN,Colorado,,,TRUE,FALSE,REMOVED BIRD FROM 17L 9000' e SHOULDER,,Medium,,Unknown bird - medium,,,,,0,0,0,0,,,,
Airplane,UNKNOWN,Unknown,C-120/140,,Other,"EVASIVE ACTION, LANDED ON BEACH GOT STUCK",,,3/23/00 0:00,201995,Caused damage,,1,PRIVATELY OWNED,N/A,En Route,,FALSE,FALSE,NOT A BIRD STRIKE. PILOT TRIED TO LAND ON A BEACH ON LITTLE ST SIMON WHERE HE HAD BEEN FLYING AT A LOW ALTITUDE. HE WANTED TO AVOID A FLOCK OF PELICANS. THE WHEELS DUG INTO THE SAND AND THE A/C TIPPED UP ON ITS NOSE. THE PROP HIT THE SAND. A LOCAL RESCUE,,Large,,Brown pelican,1600,Day,,,0,0,0,,,,,
Airplane,MINNEAPOLIS-ST PAUL INTL,< 1000 ft,DC-9-10,2 to 10,Engine Shut Down,,,,3/23/00 0:00,200130,Caused damage,,2,NORTHWEST AIRLINES,Minnesota,Climb,None,FALSE,FALSE,"FLT 1493 STATED HE FLEW THRU A FLOCK OF ABOUT 50 TRUMPETER SWANS. OCCURRED OVER ARPT PROPERTY. ENG REPLACED. INGESTION. PREC. LDG. BENT BLADES, TEMP INCREASED. HIT INLET FIRST. RETD TO LAND",,Large,Overcast,Tundra swan,756,Day,Y,,0,"35,146","35,146",,800,,,
Airplane,CINCINNATI MUNI ARPT-LUNKEN FIELD,< 1000 ft,HAWKER 1000,1,None,,,,3/23/00 0:00,200951,No damage,,2,EXECUTIVE JET AVIATION,Ohio,Approach,None,FALSE,FALSE,PILOT SAW DARK FLEW L OF WINDSHLD MOVING DOWN AND TO RT. HEAD THUD BELOW COCKPIT. NO EVIDENCE FOUND DURING INSPN.,3/23/00 0:00,Medium,No Cloud,Unknown bird - medium,618,Dawn,,1,0,0,0,,300,,,124
Airplane,FORT SMITH MUNICIPAL ARPT,< 1000 ft,C-172,1,Precautionary Landing,,,,3/23/00 0:00,202399,No damage,,1,BUSINESS,Arkansas,Climb,None,FALSE,FALSE,HAWK OR BLACKBIRD. NO DMG,3/23/00 0:00,Medium,Some Cloud,Unknown bird - medium,,Day,N,,0,0,0,,300,,,80
Airplane,LORAIN COUNTY REGIONAL ARPT,< 1000 ft,CITATION II,1,None,,,,3/23/00 0:00,200376,No damage,,2,BUSINESS,Ohio,Landing Roll,None,FALSE,FALSE,"$1200 for inspection repairs, $2600 in charter fees. (data entry note: no damage was reported.",3/23/00 0:00,Small,No Cloud,Unknown bird - small,750,Day,N,6,"3,475","1,604","5,079",0,0,,,80
Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,> 1000 ft,DC-9-30,1,None,,,,3/23/00 0:00,200131,No damage,,2,NORTHWEST AIRLINES,Alabama,Approach,None,FALSE,FALSE,OTHER COST FOR MECHANIC CLEANUP,3/23/00 0:00,Large,Some Cloud,Unknown bird - large,,Night,N,,134,0,134,,"3,000",,,140
Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,B-757-200,1,None,,,,3/23/00 0:00,201097,Caused damage,,2,DELTA AIR LINES,Alabama,Approach,None,FALSE,FALSE,,3/23/00 0:00,Small,No Cloud,Unknown bird - small,,Day,N,,0,0,0,,300,,,
Airplane,LOGAN INTL,< 1000 ft,B-737-500,2 to 10,None,,,,3/23/00 0:00,202632,Caused damage,,2,UNITED AIRLINES,Massachusetts,Approach,None,FALSE,FALSE,1 OR 2 BIRDS INGESTED. 3/4 SEEN FLT 516 INBND FROM ORD.,3/23/00 0:00,,Some Cloud,Gulls,1704,Day,Y,,0,0,0,,400,,,
Airplane,LAFAYETTE REGIONAL (LA),< 1000 ft,SAAB-340,2 to 10,None,,,,3/23/00 0:00,201705,No damage,,2,AMERICAN EAGLE AIRLINES,Louisiana,Climb,None,FALSE,FALSE,FOUND REMAINS OF 2 BIRDS. TIME OUT OF SVC 0.5 HRS,3/24/00 0:00,Small,No Cloud,Unknown bird - small,,Night,Y,1,0,0,0,,"1,000",,,160
Airplane,PORT COLUMBUS INTL,< 1000 ft,B-737-200,1,None,,,,3/23/00 0:00,203348,No damage,,2,DELTA AIR LINES,Ohio,Approach,None,FALSE,FALSE,LEFT A WHT MARK ON PAINT. FLT 364.,3/25/00 0:00,Small,No Cloud,Unknown bird - small,,Night,N,,0,0,0,,"1,000",,,140
Airplane,GREATER ROCKFORD,< 1000 ft,SAAB-340,1,None,,,,3/23/00 0:00,203120,No damage,,2,MESABA AIRLINES,Illinois,Approach,None,FALSE,FALSE,TIME OUT OF SVC 2.5 HRS. FLT 2934,4/23/00 0:00,Small,Overcast,Meadowlarks,1655,Day,N,3,0,0,0,,5,,,110
Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,SAAB-340,1,None,,,,3/24/00 0:00,201099,No damage,,2,MESABA AIRLINES,Michigan,Climb,None,FALSE,FALSE,,,Small,No Cloud,Unknown bird - small,,Night,N,,0,0,0,,500,,,160
Airplane,SPIRIT OF ST LOUIS,< 1000 ft,DA-900,1,None,,,,3/24/00 0:00,200270,No damage,,3,BUSINESS,Missouri,Take-off run,None,FALSE,FALSE,,,Small,Some Cloud,Unknown bird - small,,Day,N,,0,0,0,0,0,,,
Airplane,SEATTLE-TACOMA INTL,> 1000 ft,B-737-500,1,,,,,3/24/00 0:00,200831,No damage,,2,UNITED AIRLINES,Washington,Descent,,FALSE,FALSE,HEARD ODD NOISE AT BOTTOM OF A/C. POSSIBLE BIRD STRIKE. INSPN FOUND NO DEFECTS.,,Medium,,Unknown bird - medium,,,,,0,0,0,,"9,000",,,
Airplane,DETROIT METRO WAYNE COUNTY ARPT,Unknown,DC-9-30,1,,,,,3/24/00 0:00,202052,No damage,,2,NORTHWEST AIRLINES,Michigan,Approach,,FALSE,FALSE,BIRD HIT ABOVE F/O WINDSHLD. FLT 1452.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,WILL ROGERS WORLD ARPT,Unknown,B-737-500,1,,,,,3/24/00 0:00,200172,No damage,,2,UNITED AIRLINES,Oklahoma,Approach,,FALSE,FALSE,BIRD HIT FUSELAGE JUST AFT OF F/O WINDOW. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
,CHICAGO O'HARE INTL ARPT,Unknown,UNKNOWN,1,,,,,3/24/00 0:00,200071,No damage,,,UNKNOWN,Illinois,,,TRUE,FALSE,BIRD ID BY WS BIOL,,Medium,,Ring-billed gull,,,,,0,0,0,0,,,,
Airplane,SKAGIT REGIONAL,< 1000 ft,C-208,2 to 10,None,,,,3/24/00 0:00,201333,Caused damage,,1,EMPIRE AIRLINES,Washington,Approach,None,FALSE,FALSE,L WING DENTED,,,No Cloud,Gulls,816,Day,N,,0,0,0,,10,,,120
Airplane,UNKNOWN,Unknown,DC-9-30,1,,,,,3/24/00 0:00,200449,Caused damage,,2,ABX AIR,N/A,,,FALSE,FALSE,RT WING SLAT DENTED BY BIRD. REPLACED #5 SLAT BOARD.,,Medium,,Unknown bird - medium,,Night,,,0,0,0,,,,,
,MONROE REGIONAL ARPT,Unknown,UNKNOWN,1,,,,,3/24/00 0:00,205395,No damage,,,UNKNOWN,Louisiana,,,TRUE,FALSE,CARCASS FOUND AT NIGHT ON APCH END OF RWY 4. INCIDENT OCCURRED BTWN 1830 23 MARCH AND 0600 24 MARCH.,3/24/00 0:00,,,Microbats,,,,,0,0,0,0,,,,
,PEASE INTL TRADEPORT,Unknown,UNKNOWN,1,,,,,3/24/00 0:00,200557,No damage,,,UNKNOWN,New Hampshire,,,TRUE,FALSE,BIRD WS FOUND ON W EDGE OF RWY 16/34 DISPLACED THRESHOLD.,3/24/00 0:00,Small,,Purple finch,,,Y,,0,0,0,0,,,,
Airplane,UNKNOWN,> 1000 ft,LEARJET-60,1,Precautionary Landing,,NJ,,3/24/00 0:00,200005,Caused damage,25 MI SW TEB,2,BUSINESS,New Jersey,En Route,None,FALSE,FALSE,"BOTH ENGS HAD INGESTION, PITOT TUBE & RT WING LE DMGD. PHOTOS ON FILE. ALERT 2 RESPONSE. FEATHERS PRESERVED AS EVIDENCE.",3/24/00 0:00,,No Cloud,Gulls,1840,Dusk,N,,0,0,0,,"3,000",,,220
Airplane,UNKNOWN,Unknown,B-727-200,1,None,,,,3/24/00 0:00,202383,No damage,,3,AMERICAN AIRLINES,N/A,,None,FALSE,FALSE,FOUND REMAINS 10' AFT OF LAVATORY SERVICE PANEL. NO BIRDS SEEN DURING FLT.,3/28/00 0:00,Medium,Some Cloud,Unknown bird - medium,,Dusk,,,0,0,0,,,,,
Airplane,BRADLEY INTL,< 1000 ft,A-10A,2 to 10,None,,,,3/24/00 0:00,2678,No damage,,,MILITARY,Connecticut,Approach,None,TRUE,TRUE,"Initial impact was on main landing gear with bird remains found on #1 and #2 engine inlets, left and right leading edges, plyon stations 5 through 9, and left and right horizontal stabilizers",4/10/00 16:35,,No Clouds,Gulls,1445,Day,,,0,0,0,,"1,000",,,150
Airplane,AIRBORNE AIRPARK,< 1000 ft,DC-9-40,1,,,,,3/25/00 0:00,200372,No damage,3 NM N ILN,2,ABX AIR,Ohio,Approach,,FALSE,FALSE,BIRDSTRIKE ON BASE TO FINAL. 3 NM N OF KILN.,,Medium,,Unknown bird - medium,,Night,,,0,0,0,3,900,,,
Airplane,TOLEDO EXPRESS ARPT,< 1000 ft,DC-8-61,1,None,,,,3/25/00 0:00,200373,No damage,,4,AIR TRANSPORT INTL,Ohio,Climb,None,FALSE,FALSE,,,Large,No Cloud,Unknown bird - large,630,Dawn,N,,0,0,0,,50,,,
Airplane,PHILADELPHIA INTL,< 1000 ft,CL-RJ100/200,1,,,,,3/25/00 0:00,204499,No damage,,2,MESA AIRLINES,Pennsylvania,Approach,,FALSE,FALSE,BIRD INGESTED. NO FAN BLADE DMG,,Medium,,Unknown bird - medium,,,,,0,0,0,,150,,,160
Airplane,PHILADELPHIA INTL,> 1000 ft,DC-9-30,1,,,,,3/25/00 0:00,203172,No damage,,2,NORTHWEST AIRLINES,Pennsylvania,Descent,,FALSE,FALSE,BIRD HIT LWR CORNER OF CAPT WINDOW.,,Medium,,Unknown bird - medium,,,,,0,0,0,,"8,000",,,
Airplane,UNKNOWN,Unknown,B-737-200,1,,,,,3/25/00 0:00,204537,No damage,CMH-ORD,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,CLEANED L INBD LDG LIGHT LENS AND FLAP BELOW. BIRDSTRIKE,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,NEWARK LIBERTY INTL ARPT,> 1000 ft,B-757-200,11 to 100,Precautionary Landing,,,26,3/25/00 0:00,200586,Caused damage,2 DME S,2,CONTINENTAL AIRLINES,New Jersey,Climb,None,FALSE,FALSE,"(DATA ENTRY NOTE: STRIKE REPTD AS 3/25 AND 3/26) ESTIMATE 10-20 GEESE. DAMAGE TO RHS UPPER RADOME WHERE IT CONNECTS TO FUSELAGE, LHS INBD WING SECTION, RHS FUSELAGE, & RHS LDG LIGHT.   NOSE COWL DAMAGE. #1 ENG COWLING. REPAIR COSTS INCLUDE MATERIALS AND L",,Large,No Cloud,Canada goose,1836,Night,Y,168,0,"126,237","126,237",5,"2,500",,,230
Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,MD-80,1,None,,,,3/25/00 0:00,202323,No damage,,2,AMERICAN AIRLINES,Texas,Climb,Fog,FALSE,FALSE,,3/25/00 0:00,Small,No Cloud,Unknown bird - small,1115,Day,N,,0,0,0,,10,,,160
Airplane,SAN DIEGO INTL,Unknown,MD-80,1,None,,,,3/25/00 0:00,203886,No damage,,2,AMERICAN AIRLINES,California,Descent,None,FALSE,FALSE,STRIKE WAS ON DESCENT OR APPROACH.,3/25/00 0:00,Small,Some Cloud,Unknown bird - small,,Day,Y,,0,0,0,,,,,
Airplane,CLEVELAND-HOPKINS INTL ARPT,> 1000 ft,EMB-145,2 to 10,None,,,,3/25/00 0:00,201770,No damage,,2,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Approach,None,FALSE,FALSE,NO KNOWN DMG,3/27/00 0:00,Small,No Cloud,Unknown bird - small,,Day,N,,0,0,0,,"1,500",,,135
Airplane,NASHVILLE INTL,< 1000 ft,DC-9-30,1,None,,,,3/26/00 0:00,202563,No damage,,2,NORTHWEST AIRLINES,Tennessee,Landing Roll,None,FALSE,FALSE,,,Medium,No Cloud,Red-tailed hawk,,Day,Y,,0,0,0,0,0,,,
Airplane,NORFOLK INTL,< 1000 ft,B-737-200,1,None,,,,3/26/00 0:00,204540,No damage,,2,UNITED AIRLINES,Virginia,Take-off run,None,FALSE,FALSE,BIRD HIT ABOVE COCKPIT WINDSCREEN. INSPN.,,,No Cloud,Gulls,,Day,N,,0,0,0,0,0,,,100
Airplane,GREATER PITTSBURGH,< 1000 ft,B-737-400,1,None,,,,3/26/00 0:00,207145,No damage,,2,US AIRWAYS*,Pennsylvania,Climb,,FALSE,FALSE,HIT COWLING. FLT 571. 1 BIRD INGESTED.,,Medium,No Cloud,Red-tailed hawk,1804,Dusk,N,,0,0,0,,5,,,150
Airplane,MINNEAPOLIS-ST PAUL INTL,Unknown,DC-9-30,1,,,,,3/26/00 0:00,202198,No damage,,2,NORTHWEST AIRLINES,Minnesota,Climb,,FALSE,FALSE,"DURING INITIAL CLIMB, HAD BIRD STRIKE UNDER NOSE OF A/C.",,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,SPENCER MUNICIPAL AIRPORT,< 1000 ft,BE-1900,1,None,,,,3/26/00 0:00,200216,Caused damage,,2,GREAT LAKES AIRLINES,Iowa,Approach,None,FALSE,FALSE,RT WING LE FLATTENED ABOUT 3' FROM WINTIP. FLT FLT35,,Large,No Cloud,Unknown bird - large,,Night,N,,0,0,0,,450,,,140
Airplane,NEWARK LIBERTY INTL ARPT,> 1000 ft,DC-10,1,None,,,,3/26/00 0:00,204660,Caused damage,3 MI S EWR,3,FEDEX EXPRESS,New Jersey,Approach,None,FALSE,FALSE,"WHILE ON VISUAL APCH, SAW A LGR BIRD, STREAK BY AND HEARD A LOUD THUMP. FOUND REMAINS ALL OVER LE OF WING AND LDG GEAR. REPTD TO TWR AFTR LDG & CALLED LATER.  BROKE L LDG LIGHT.",,,Some Cloud,Gulls,1000,Day,Y,1,0,668,668,3,"1,500",,,220
Airplane,SOUTHWEST FLORIDA INTL ARPT,Unknown,B-767,1,None,,,,3/26/00 0:00,200587,No damage,,2,DELTA AIR LINES,Florida,Approach,None,FALSE,FALSE,LOG BOOK ENTRY MADE. INSPN.,3/28/00 0:00,Small,No Cloud,Unknown bird - small,2000,Night,Y,,0,0,0,,,,,
Airplane,KINGMAN,< 1000 ft,FOKKER F27,1,None,,,,3/26/00 0:00,206032,Caused damage,,2,BUSINESS,Arizona,Take-off run,None,FALSE,FALSE,"HIT UHF ANTENNA, PUSHED IT INTO FUSELAGE 2"". DAMAGED 2 STRINGERS, FRAME. AREA THAT WAS REPAIRED WAS 24"" BY 20"" OUTER SKIN PATCH. CREW WAS NOT CERTAIN THEY HIT THE ANTELOPE 7 CONTD TO KLAS. THIS WAS A TRAINING FLT.",3/29/00 0:00,Large,Some Cloud,Pronghorn,2050,Night,,90,"56,127","7,350","63,477",0,0,,,105
Airplane,PORTLAND INTL (OR),< 1000 ft,HC-130P,1,,,,,3/26/00 0:00,2679,Caused damage,,,MILITARY,Oregon,Approach,None,FALSE,FALSE,Species: unknown.  There were no remains to send in.  Damage was limited to the front of the left external fuel tank resulting in replacement of the front streamline faring.,3/31/00 15:51,Medium,No Clouds,Unknown bird - medium,2030,Day,,0,0,"5,720","5,720",,800,,,130
Airplane,UNKNOWN,Unknown,B-727-200,1,,,,,3/27/00 0:00,207147,No damage,DEN-IAH,3,UNION FLIGHTS,N/A,,,FALSE,FALSE,CLEANED RADOME.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,GENERAL MITCHELL INTL,< 1000 ft,DC-10-40,1,None,,,,3/27/00 0:00,207146,Caused damage,,3,NORTHWEST AIRLINES,Wisconsin,Take-off run,,FALSE,FALSE,INGESTION. INSTALLED SPINNER & PERF ENG RUNUP.,,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,UNKNOWN,Unknown,DC-9-30,1,None,,,,3/27/00 0:00,207148,No damage,IND-DCA,2,US AIRWAYS*,N/A,,,FALSE,FALSE,CAPT NOT SURE WHEN STRIKE OCCURRED. FOUND BLOOD ON L WING ON WALK-AROUND.,3/27/00 0:00,Medium,,Unknown bird - medium,930,Day,,,0,0,0,,,,,
,SAN DIEGO INTL,Unknown,UNKNOWN,1,,,,,3/27/00 0:00,203826,No damage,,,UNKNOWN,California,,,TRUE,FALSE,REMAINS FOUND AT 0830 INTACT 10-15' N OF RWY 27 MIDFIELD. FEATHER BITS FOUND 150-200' N OR CARCASS.,3/27/00 0:00,Small,,Mourning dove,,,,,0,0,0,0,,,,
Airplane,PHILADELPHIA INTL,< 1000 ft,LEARJET-35,1,,,,,3/28/00 0:00,200767,No damage,,2,BANKAIR,Pennsylvania,Approach,None,FALSE,FALSE,,,,Overcast,Gulls,630,Dawn,,,0,0,0,,50,,,140
Airplane,SCHENECTADY COUNTY,< 1000 ft,MU-300,1,Aborted Take-off,,,,3/28/00 0:00,203173,No damage,,2,BUSINESS,New York,Take-off run,Rain,FALSE,FALSE,TWR DID NOT SEE ANY BIRDS. PART STRUCK UNKN. NO DMG.,,,Overcast,Gulls,,Day,N,,0,0,0,0,0,,,80
Airplane,ADAMS FIELD ARPT,> 1000 ft,DC-9-30,1,,,,,3/28/00 0:00,204552,No damage,7 M SE KLIT,2,ABX AIR,Arkansas,Climb,,FALSE,FALSE,INSPN FOUND NO DMG.,,Medium,,Unknown bird - medium,,Night,,,0,0,0,7,"2,100",,,
Airplane,INDIANAPOLIS INTL,< 1000 ft,B-737-200,1,,,,,3/28/00 0:00,200387,No damage,,2,UNITED AIRLINES,Indiana,Take-off run,,FALSE,FALSE,BIRDSTRIKE ABOVE WINDOWS 1L & R. DEAD CENTER OF FUSELAGE. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,80
Airplane,LAWRENCE MUNICIPAL ARPT (MA),< 1000 ft,BE-90  KING,1,,,,,3/28/00 0:00,202225,No damage,,2,BUSINESS,Massachusetts,Take-off run,None,FALSE,FALSE,"UNKN DMG, A/C CONTD TO RWI",,,No Cloud,Owls,,Night,N,,0,0,0,0,0,,,
Airplane,GROTON-NEW LONDON AR,Unknown,BE-1900,1,None,,,,3/28/00 0:00,200945,No damage,,2,US AIRWAYS*,Connecticut,Approach,None,TRUE,FALSE,BIRD BAND 78836912,,Large,Some Cloud,Osprey,,Day,N,,0,0,0,,,,,
Airplane,LAKEFRONT AIRPORT,> 1000 ft,C-560,1,None,,,,3/28/00 0:00,202469,Caused damage,,2,EXECUTIVE JET AVIATION,Louisiana,Approach,None,FALSE,FALSE,"DENTED RT WING 10"" BY 1"" DEEP.",,Medium,No Cloud,Unknown bird - medium,2200,Night,,,0,"184,956","184,956",,"1,500",,,160
Airplane,DETROIT METRO WAYNE COUNTY ARPT,Unknown,A-310,1,,,,,3/28/00 0:00,200827,Caused damage,,2,FEDEX EXPRESS,Michigan,Approach,None,FALSE,FALSE,INGESTION. DAMAGE AT STAGES 1 & 13 WITH SEVERAL BLADES OUT OF LIMITS. MAINT REMOVED AND REPLACED #2 ENG. ALTITUDE WAS <5000 FT.,,Medium,Some Cloud,Unknown bird - medium,,Night,,72,0,"668,183","668,183",,,,,
Airplane,TAMPA INTL,< 1000 ft,B-767-200,1,None,,,,3/28/00 0:00,202468,No damage,,2,DELTA AIR LINES,Florida,Approach,,FALSE,FALSE,,3/28/00 0:00,Small,,Sharp-shinned hawk,,Day,N,,0,0,0,,700,,,135
Airplane,UNKNOWN,Unknown,B-737-300,1,None,,,,3/28/00 0:00,200407,No damage,FOUND AT BSM,2,CONTINENTAL AIRLINES,N/A,,None,FALSE,FALSE,"FOUND BIRDSTRIKE ON WALK-AROUND BROKE OUT OF CLOUDS AT 1,000 AGL. DID NOT SEE BIRD. ASSUME IT HAPPENED ON APCH INTO AUSTIN-BERGSTROM. BORESCOPED.",3/28/00 0:00,Small,Overcast,Unknown bird - small,,Day,,8,0,0,0,,,,,
Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,B-767-200,2 to 10,Aborted Take-off,,,,3/28/00 0:00,200766,Caused damage,,2,AMERICAN AIRLINES,DC,Take-off run,None,FALSE,FALSE,,3/28/00 0:00,Small,Some Cloud,Bonaparte's gull,,Dawn,,,0,"86,864","86,864",0,0,,,
,PORTLAND INTL (OR),Unknown,UNKNOWN,1,,,,,3/28/00 0:00,204814,No damage,,,UNKNOWN,Oregon,,,TRUE,FALSE,"FOUND ON RWY AT 1010, DAY.",5/2/00 0:00,Medium,,Mallard,,,Y,,0,0,0,0,,,,
Airplane,GERALD R FORD INTL,< 1000 ft,KC-135E,1,None,,,,3/28/00 0:00,1003,No damage,,,MILITARY,Michigan,Approach,None,FALSE,FALSE,"FAA Report

Possible Seagull",1/23/01 10:20,Medium,Overcast,Unknown bird - medium,1140,Day,,0,0,0,0,,20,,,
